6234.84,53,(-0.41, 0.00, -1.06),Yaw: 63.17497,1,1,0,0
6235.36,53,(-0.41, 0.00, -0.95),Yaw: 44.24104,1,0,0,0
6235.861,53,(-0.41, 0.00, -0.95),Yaw: 40.68031,1,0,0,0
6236.373,53,(-0.41, 0.00, -0.95),Yaw: 38.93635,1,0,0,0
6236.874,53,(-0.41, 0.00, -0.95),Yaw: 39.41413,1,0,0,0
6237.386,53,(-0.41, 0.00, -1.05),Yaw: 55.99218,1,1,0,0
6237.886,53,(-0.39, 0.00, -1.01),Yaw: 61.11612,1,1,0,0
6238.399,53,(0.04, 0.00, -1.04),Yaw: 73.74009,0,0,1,1
6238.911,53,(0.29, 0.02, -0.93),Yaw: 61.94096,0,0,1,1
6239.411,53,(0.44, 0.00, -0.72),Yaw: 39.26224,0,0,0,1
6239.923,53,(0.68, 0.00, -0.43),Yaw: 35.12011,0,1,1,0
6240.423,53,(0.89, 0.00, -0.09),Yaw: 36.3529,0,0,1,0
6240.924,53,(1.19, 0.00, 0.28),Yaw: 39.98401,0,0,0,0
6241.424,53,(1.29, 0.00, 0.41),Yaw: 40.20772,0,0,0,0
6241.936,53,(1.32, 0.00, 0.43),Yaw: 29.54719,0,0,0,0
6242.449,53,(-0.86, 0.00, -9.74),Yaw: 30.44529,1,0,0,0
6242.961,53,(-0.84, 0.00, -9.73),Yaw: 26.0005,1,0,0,0
6243.461,53,(-0.83, 0.00, -9.60),Yaw: 7.161221,0,0,0,0
6243.974,53,(-0.76, 0.00, -9.43),Yaw: 10.07418,0,0,0,0
6244.486,53,(-0.56, 0.00, -8.85),Yaw: 9.242808,0,0,0,0
6244.986,53,(-0.25, 0.00, -8.14),Yaw: 358.7672,1,0,0,0
6245.486,53,(0.00, 0.00, -7.85),Yaw: 16.23919,0,1,0,0
6245.999,53,(0.19, 0.00, -7.96),Yaw: 0.4059622,0,1,0,0
6246.499,53,(0.28, 0.00, -7.42),Yaw: 3.644057,1,0,1,0
6247.011,53,(0.42, 0.00, -6.54),Yaw: 3.472798,1,0,0,0
6247.511,53,(0.48, 0.00, -5.80),Yaw: 3.737532,0,1,1,0
6248.011,53,(0.55, 0.00, -5.37),Yaw: 2.123578,1,0,1,0
6248.523,53,(0.71, 0.00, -4.89),Yaw: 358.8023,1,0,1,0
6249.037,53,(0.77, 0.00, -4.12),Yaw: 357.5319,0,0,0,1
6249.549,53,(0.75, 0.00, -3.40),Yaw: 357.2253,0,0,0,1
6250.062,53,(0.71, 0.00, -2.74),Yaw: 356.5607,0,0,0,0
6250.574,53,(0.56, 0.00, -2.21),Yaw: 359.4644,1,0,0,0
6251.077,53,(0.57, 0.00, -1.80),Yaw: 0.9843137,0,0,0,1
