6830.642,53,(0.67, 0.00, -0.30),Yaw: 350.0805,0,0,1,1
6831.142,53,(0.62, 0.00, 0.25),Yaw: 351.018,0,0,1,0
6831.643,53,(0.67, 0.00, 0.46),Yaw: 347.5742,0,0,0,0
6832.156,53,(0.62, 0.00, 1.25),Yaw: 347.3478,0,0,0,0
6832.668,53,(0.52, 0.00, 1.72),Yaw: 347.5248,0,0,0,0
6833.18,53,(0.52, 0.00, 1.94),Yaw: 344.5648,0,0,0,0
6833.693,53,(1.87, 0.00, -9.25),Yaw: 348.2591,0,0,0,0
6834.206,53,(1.70, 0.00, -8.45),Yaw: 350.5997,0,0,0,0
6834.718,53,(1.65, 0.00, -8.18),Yaw: 348.7787,0,0,0,0
6835.23,53,(1.59, 0.00, -7.58),Yaw: 347.1363,0,0,0,0
6835.742,53,(1.46, 0.00, -6.61),Yaw: 347.163,0,0,0,0
6836.243,53,(1.42, 0.00, -5.78),Yaw: 347.9217,0,0,0,0
6836.755,53,(1.38, 0.00, -5.37),Yaw: 347.8969,0,0,0,0
6837.267,53,(1.36, 0.00, -4.86),Yaw: 348.6755,0,0,0,0
6837.78,53,(1.39, 0.00, -3.99),Yaw: 348.6791,0,0,0,0
6838.28,53,(1.36, 0.00, -3.08),Yaw: 347.8236,0,0,0,0
6838.781,53,(1.25, 0.00, -2.91),Yaw: 344.2819,0,0,0,0
6839.293,53,(1.17, 0.00, -2.37),Yaw: 343.2277,0,1,0,0
6839.805,53,(1.05, 0.00, -1.61),Yaw: 343.2668,0,1,0,0
6840.317,53,(0.80, 0.00, -0.84),Yaw: 344.236,1,0,0,0
6840.83,53,(0.75, 0.00, -0.37),Yaw: 347.2371,0,0,1,0
6841.33,53,(0.77, 0.00, -0.17),Yaw: 345.4324,0,1,0,0
6841.83,53,(0.70, 0.00, 0.58),Yaw: 344.7531,0,0,0,0
6842.33,53,(0.66, 0.00, 1.28),Yaw: 343.57,0,0,0,0
6842.843,53,(0.68, 0.00, 1.93),Yaw: 345.9879,0,0,0,0
6843.356,53,(0.65, 0.00, 1.97),Yaw: 345.3628,0,0,0,0
6843.867,53,(-1.54, 0.00, -9.91),Yaw: 345.282,0,0,0,1
6844.368,53,(-1.60, 0.00, -9.14),Yaw: 356.1547,0,0,0,0
6844.88,53,(-1.61, 0.00, -8.64),Yaw: 26.06146,0,0,0,0
6845.393,53,(-1.73, 0.00, -8.61),Yaw: 27.03897,0,0,0,0
6845.893,53,(-1.76, 0.00, -8.74),Yaw: 23.85293,0,0,0,0
6846.393,53,(-1.62, 0.00, -8.46),Yaw: 22.81254,0,0,0,0
6846.893,53,(-1.37, 0.00, -7.58),Yaw: 21.96309,0,0,0,0
6847.405,53,(-1.02, 0.00, -6.96),Yaw: 19.77138,0,0,0,0
6847.918,53,(-0.90, 0.00, -6.80),Yaw: 15.30666,0,0,0,0
6848.43,53,(-0.58, 0.00, -5.80),Yaw: 14.85254,0,0,0,0
6848.93,53,(-0.33, 0.00, -5.11),Yaw: 14.08197,0,0,0,0
6849.442,53,(-0.05, 0.00, -4.68),Yaw: 10.35756,0,0,1,0
6849.954,53,(0.25, 0.00, -3.76),Yaw: 3.521418,0,0,1,1
6850.454,53,(0.29, 0.00, -3.68),Yaw: 0.02568001,0,1,0,0
6850.955,53,(0.55, 0.00, -2.59),Yaw: 5.123744,1,0,1,0
6851.467,53,(0.53, 0.00, -2.30),Yaw: 0.5128303,1,0,0,1
6851.968,53,(0.80, 0.00, -1.67),Yaw: 1.430498,1,0,0,1
6852.479,53,(0.96, 0.00, -0.88),Yaw: 3.617701,0,1,0,0
6852.992,53,(1.04, 0.00, -1.02),Yaw: 347.9737,1,0,0,1
6853.492,53,(1.05, -0.01, -0.61),Yaw: 338.8034,0,0,0,1
6853.992,53,(1.05, -0.01, -0.61),Yaw: 341.5105,0,0,0,1
6854.493,53,(1.11, -0.03, -0.09),Yaw: 351.7118,0,0,0,1
6855.005,53,(1.31, -0.03, 0.30),Yaw: 350.5856,0,0,0,0
6855.505,53,(1.51, -0.03, 0.67),Yaw: 347.8876,0,0,0,0
6856.018,53,(1.81, -0.03, 1.36),Yaw: 348.4695,0,0,0,0
6856.53,53,(4.42, 0.00, -8.97),Yaw: 338.6975,0,0,0,0
6857.043,53,(4.72, 0.00, -8.29),Yaw: 345.1301,0,0,0,0
6857.543,53,(4.72, 0.00, -8.29),Yaw: 330.711,0,0,0,0
6858.043,53,(4.72, 0.00, -8.29),Yaw: 325.7702,0,0,0,0
6858.557,53,(4.72, 0.00, -8.29),Yaw: 331.2578,0,0,0,0
6859.068,53,(4.72, 0.00, -8.29),Yaw: 321.9542,0,0,0,0
6859.568,53,(4.36, 0.00, -7.72),Yaw: 324.9792,0,0,0,0
6860.081,53,(4.44, 0.00, -7.71),Yaw: 319.3111,0,0,0,0
6860.581,53,(4.06, 0.00, -6.93),Yaw: 320.2202,0,0,0,0
6861.093,53,(3.70, 0.00, -6.23),Yaw: 322.3499,0,0,0,0
6861.606,53,(3.78, 0.00, -6.33),Yaw: 319.43,0,0,0,0
6862.106,53,(3.34, 0.00, -5.59),Yaw: 321.7245,0,0,0,0
6862.618,53,(2.95, 0.00, -4.73),Yaw: 326.7873,0,0,0,0
6863.119,53,(2.93, 0.00, -4.57),Yaw: 322.7173,0,0,0,0
6863.63,53,(2.46, 0.00, -3.79),Yaw: 319.8105,0,0,0,0
6864.13,53,(1.97, 0.00, -2.85),Yaw: 320.4685,0,0,0,0
6864.643,53,(1.85, 0.00, -2.68),Yaw: 319.9211,0,0,0,1
6865.154,53,(1.49, 0.00, -2.03),Yaw: 322.386,1,0,0,0
6865.654,53,(1.13, 0.00, -1.20),Yaw: 326.6382,0,0,0,1
6866.155,53,(0.96, 0.00, -0.74),Yaw: 328.8619,0,0,0,1
6866.667,53,(0.79, 0.00, -0.40),Yaw: 329.5561,0,0,1,1
6867.168,53,(0.49, 0.00, 0.38),Yaw: 329.1134,0,0,0,0
6867.67,53,(0.32, 0.00, 0.82),Yaw: 328.9108,0,0,0,0
6868.18,53,(0.07, 0.00, 1.30),Yaw: 326.6331,0,0,0,0
6868.68,53,(-0.26, 0.00, 2.10),Yaw: 327.6339,0,0,0,0
6869.181,53,(-0.47, 0.00, 2.51),Yaw: 329.7979,0,0,0,0
6869.681,53,(-2.56, 0.00, -9.35),Yaw: 334.0189,0,0,0,0
6870.193,53,(-2.76, 0.00, -8.96),Yaw: 13.1758,0,0,0,0
6870.693,53,(-2.87, 0.00, -8.85),Yaw: 20.23235,1,0,0,0
6871.193,53,(-2.92, 0.00, -8.47),Yaw: 27.65795,0,0,0,0
6871.693,53,(-2.52, 0.00, -7.71),Yaw: 27.15099,0,0,0,0
6872.206,53,(-2.17, 0.00, -7.12),Yaw: 29.11605,0,0,0,0
6872.709,53,(-2.01, 0.00, -6.97),Yaw: 25.36432,0,0,0,0
6873.216,53,(-1.56, 0.00, -6.13),Yaw: 23.41245,0,0,0,1
6873.717,53,(-1.31, 0.00, -5.37),Yaw: 23.04743,0,0,0,0
6874.217,53,(-1.24, 0.00, -5.22),Yaw: 21.99056,0,0,0,0
6874.718,53,(-0.95, 0.00, -4.53),Yaw: 21.83211,0,0,0,0
6875.23,53,(-0.67, 0.00, -4.03),Yaw: 23.04076,0,0,0,0
