ID,Label,SpeedChange,AngleChange,Speed,Cluster
57.0,6.0,-0.03589731139090652,153.4349488229219,0.04463209535934006,2
57.0,6.0,0.05536790464065992,156.0375110254218,0.09999999999999998,2
57.0,6.0,0.09236050394109518,40.27634140083876,0.1923605039410952,2
57.0,6.0,0.6603344806227339,43.94126627679723,0.8526949845638291,2
57.0,6.0,-0.694920860331111,3.179830119864279,0.1577741242327181,2
57.0,6.0,-0.06850993351419989,161.565051177078,0.08926419071851825,2
57.0,6.0,-0.06097991947105634,81.1581854398083,0.02828427124746192,2
57.0,6.0,0.6006705017257233,36.15818543980833,0.6289547729731852,2
57.0,6.0,-0.6094235229731744,135.0000000000001,0.01953125000001084,2
57.0,6.0,0.0080901086400549,45.00000000000007,0.02762135864006574,2
57.0,6.0,0.1919395196033579,83.6598082540901,0.2195608782434237,2
57.0,6.0,-0.0430426494298011,14.47029410006589,0.1765182288136226,2
57.0,6.0,-0.03841143561304833,8.13010235415596,0.1381067932005742,2
57.0,6.0,-0.1181067932005742,44.99999999999996,0.02000000000000002,2
57.0,6.0,0.0902700633429486,59.03624346792652,0.1102700633429486,2
57.0,6.0,-0.02780795083059576,30.96375653207345,0.08246211251235286,2
57.0,6.0,0.08724351497241864,24.44395478041657,0.1697056274847715,2
57.0,6.0,-0.00315584687426726,48.40644375499472,0.1665497806105042,2
57.0,6.0,0.1054890529283989,16.49729811845675,0.2720388335389031,2
57.0,7.0,-0.08052940675038964,0.0,0.0,2
57.0,7.0,0.2347289391577811,68.19859051364827,0.2347289391577811,2
57.0,7.0,-0.1473825337868022,70.5599651718238,0.08734640537097887,2
57.0,7.0,0.07389874959499226,82.87498365109819,0.1612451549659711,2
57.0,7.0,-0.1412451549659711,107.969139740157,0.02000000000000002,2
57.0,7.0,0.7397129038588871,171.4931824678685,0.7597129038588871,2
57.0,7.0,-0.5164024026469581,117.4075754378184,0.243310501211929,2
57.0,7.0,-0.1435101020103727,117.6588711050273,0.09980039920155631,2
57.0,7.0,0.6483698528550388,87.57739254187624,0.7481702520565952,2
57.0,8.0,-0.8479712117909312,143.3021612348839,0.2226905127147986,1
57.0,8.0,0.3602668472254925,1.177144885981315,0.5829573599402911,1
57.0,8.0,-0.4853011099402369,0.0,0.09765625000005417,1
57.0,8.0,-0.09765625000005417,0.0,0.0,1
57.0,8.0,0.2416609194718915,161.8962369654934,0.2416609194718915,1
57.0,8.0,-0.06514269065826905,28.14160123226175,0.1765182288136224,1
57.0,8.0,-0.06881493267093235,178.6028189727036,0.1077032961426901,1
57.0,8.0,0.04104227233103262,171.1932073055647,0.1487455684737227,1
57.0,8.0,0.4040267634830252,13.57043438516153,0.5527723319567479,1
57.0,8.0,-0.4294866531977275,143.9726266148964,0.1232856787590204,1
57.0,8.0,0.04472848661299909,24.22774531795411,0.1680141653720195,1
57.0,8.0,-0.06603377510016414,158.8387401831718,0.1019803902718553,1
57.0,8.0,0.4195558021443564,5.906141113770867,0.5215361924162117,1
57.0,8.0,-0.4769040970569527,0.0,0.04463209535925904,1
57.0,8.0,-0.04463209535925904,0.0,0.0,1
57.0,8.0,0.5366563145999497,166.7594800848128,0.5366563145999497,1
57.0,8.0,-0.3841123756175842,61.50436138175502,0.1525439389823655,1
57.0,10.0,-0.05513503167147434,0.0,0.0,2
57.0,10.0,0.01949317738791729,45.0,0.01949317738791729,2
57.0,10.0,0.008791093859544637,0.0,0.02828427124746193,2
57.0,10.0,-0.02828427124746193,0.0,0.0,2
57.0,10.0,0.04367320268548944,18.434948822922,0.04367320268548944,2
57.0,10.0,0.1539215066280365,37.87498365109818,0.1975947093135259,2
57.0,10.0,-0.03857581881441732,153.434948822922,0.1590188904991086,2
57.0,10.0,-0.01622478057977342,146.3099324740202,0.1427941099193352,2
57.0,10.0,-0.04279410991933508,90.0,0.1000000000000001,2
57.0,10.0,-0.08000000000000007,90.0,0.02000000000000002,2
57.0,10.0,0.02000000000000002,37.87498365109818,0.04000000000000004,2
57.0,10.0,0.1822564181480143,0.0,0.2222564181480144,2
57.0,10.0,-0.2222564181480144,0.0,0.0,2
57.0,10.0,0.0,0.0,0.0,2
57.0,10.0,0.0,0.0,0.0,2
57.0,10.0,0.09784735812125,161.565051177078,0.09784735812125,2
57.0,10.0,-0.03620451874173976,0.0,0.06164283937951024,2
57.0,10.0,-0.06164283937951024,0.0,0.0,2
57.0,12.0,0.0,0.0,0.0,2
57.0,12.0,0.0,0.0,0.0,2
57.0,12.0,0.0,0.0,0.0,2
57.0,12.0,0.0,0.0,0.0,2
57.0,12.0,0.0,0.0,0.0,2
57.0,12.0,0.1838982676814441,13.57043438516147,0.1838982676814441,2
57.0,12.0,-0.1222554283019339,3.366460663429832,0.06164283937951024,2
57.0,12.0,0.04353616075989352,4.763641690726144,0.1051790001394038,2
57.0,12.0,-0.06045764058940793,32.47119229084837,0.04472135954999584,2
57.0,12.0,0.07189767834690988,0.0,0.1166190378969057,2
57.0,12.0,-0.1166190378969057,0.0,0.0,2
57.0,12.0,0.3883988078981362,0.0,0.3883988078981362,2
57.0,12.0,-0.3883988078981362,0.0,0.0,2
57.0,12.0,0.0,0.0,0.0,2
